ndx	pdbpath	fxity	nclusts	aver_rmsd	nfrags
649	../scop40NR/d2nwta1.ent	0.6724137931034483	39	3.7525172707725507	58
650	../scop40NR/d1flca1.ent	0.5751633986928104	88	4.3458693396953985	153
651	../scop40NR/d2nx2a1.ent	0.5056818181818182	89	4.702899281486815	176
652	../scop40NR/d2o0qa1.ent	0.5545454545454546	61	4.642095013071191	110
653	../scop40NR/d2o3bb2.ent	0.4696969696969697	62	4.798019972406635	132
654	../scop40NR/d2o4aa2.ent	0.2625	21	2.9547446759883313	80
655	../scop40NR/d2o6pa1.ent	0.7868852459016393	96	4.513977869768452	122
656	../scop40NR/d2o70a1.ent	0.2716049382716049	44	3.0766135995954644	162
657	../scop40NR/d2oara1.ent	0.3565217391304348	41	3.3398566793099693	115
658	../scop40NR/d1fmja_.ent	0.31563421828908556	107	4.1556579661850535	339
659	../scop40NR/d2octa_.ent	0.6063829787234043	57	4.498550361809066	94
660	../scop40NR/d1fmta1.ent	0.5333333333333333	56	4.8368132339691625	105
661	../scop40NR/d2odfa1.ent	0.40160642570281124	100	4.528975474064593	249
662	../scop40NR/d2odka1.ent	0.76	38	4.836671356606484	50
663	../scop40NR/d2odpa1.ent	0.41203703703703703	89	4.5376434311946525	216
664	../scop40NR/d2oeba1.ent	0.3288590604026846	49	2.931050185757652	149
665	../scop40NR/d1fn9a_.ent	0.3839779005524862	139	4.380894984071138	362
666	../scop40NR/d1fp0a1.ent	0.9310344827586207	54	4.278503185361801	58
667	../scop40NR/d1fr3a_.ent	0.578125	37	4.3540940183302155	64
668	../scop40NR/d1frea_.ent	0.9722222222222222	35	4.8838713551745006	36
669	../scop40NR/d1fs1a1.ent	0.3157894736842105	12	2.856720356090082	38
670	../scop40NR/d1fs1b1.ent	0.3269230769230769	17	2.549665586758383	52
671	../scop40NR/d2ohwa1.ent	0.464	58	4.499328654352188	125
672	../scop40NR/d2oj5a1.ent	0.6619718309859155	94	4.238412400913414	142
673	../scop40NR/d2oj5b1.ent	1.0	17	4.549834792589234	17
674	../scop40NR/d2okva_.ent	0.541095890410959	79	4.757319843831709	146
675	../scop40NR/d1fsga1.ent	0.44933920704845814	102	4.572702801569496	227
676	../scop40NR/d1ft5a_.ent	0.47115384615384615	98	4.322177161792563	208
677	../scop40NR/d1ft9a2.ent	0.49612403100775193	64	4.757768714154299	129
678	../scop40NR/d1ftra1.ent	0.503448275862069	73	4.815494428333006	145
679	../scop40NR/d1fwoa_.ent	0.90625	29	4.383970192400739	32
680	../scop40NR/d2olra1.ent	0.44516129032258067	138	4.662972036414662	310
681	../scop40NR/d1fx3a_.ent	0.5	70	4.763643293201315	140
682	../scop40NR/d1fx7a3.ent	0.5301204819277109	44	4.554212570618711	83
683	../scop40NR/d1fxkc_.ent	0.24615384615384617	32	3.482910659720559	130
684	../scop40NR/d2olra2.ent	0.5727272727272728	126	5.012730687192895	220
685	../scop40NR/d1g0da1.ent	0.5984848484848485	79	4.343043932710031	132
686	../scop40NR/d1g1ta2.ent	0.8888888888888888	32	4.6632295720003265	36
687	../scop40NR/d1g2ha_.ent	0.603448275862069	35	3.5520392314715843	58
688	../scop40NR/d2omda_.ent	0.4772727272727273	63	4.745768574822465	132
689	../scop40NR/d1g2ra_.ent	0.5806451612903226	54	4.784144768266336	93
690	../scop40NR/d2oo2a1.ent	0.22535211267605634	16	2.4149015753710468	71
691	../scop40NR/d1g31a_.ent	0.47115384615384615	49	4.356374956507611	104
692	../scop40NR/d2ot2a1.ent	0.6206896551724138	54	4.6147202405011045	87
693	../scop40NR/d1g3pa2.ent	0.6846153846153846	89	4.482405091153799	130
694	../scop40NR/d1g4ia_.ent	0.6153846153846154	80	4.817239892271143	130
695	../scop40NR/d2ot3a_.ent	0.26	65	2.800461016265869	250
696	../scop40NR/d2outa1.ent	0.6857142857142857	24	4.135989023228081	35
697	../scop40NR/d1g66a_.ent	0.470873786407767	97	4.589795191983934	206
698	../scop40NR/d1g8ea_.ent	0.3473684210526316	33	3.355363644642183	95
699	../scop40NR/d1g8fa1.ent	0.4329268292682927	71	4.527819334226287	164
700	../scop40NR/d1g8fa3.ent	0.453781512605042	54	4.402483321873113	119
701	../scop40NR/d1g9la1.ent	0.6029411764705882	82	4.135346575243766	136
702	../scop40NR/d1g9pa_.ent	0.9761904761904762	41	4.308606619602428	42
703	../scop40NR/d1gcca_.ent	0.65	39	4.873353621148401	60
704	../scop40NR/d2ovrb2.ent	0.2743362831858407	93	4.392289247165711	339
705	../scop40NR/d1gdha1.ent	0.48404255319148937	91	4.526958345961299	188
706	../scop40NR/d1gh6a1.ent	0.5462962962962963	59	4.162852596890166	108
707	../scop40NR/d1ghja_.ent	0.6052631578947368	46	4.002560772104937	76
708	../scop40NR/d2ox6a1.ent	0.27672955974842767	44	3.6313807280961625	159
709	../scop40NR/d2oz4a1.ent	0.6341463414634146	52	4.351233356565254	82
710	../scop40NR/d2p0wa_.ent	0.4231974921630094	135	4.703525587195192	319
711	../scop40NR/d2p3ha1.ent	0.7777777777777778	77	5.0607939557437565	99
712	../scop40NR/d2p51a_.ent	0.3968253968253968	100	4.416937183049519	252
713	../scop40NR/d2p62a1.ent	0.39915966386554624	95	4.428097198581356	238
714	../scop40NR/d2p65a_.ent	0.38461538461538464	70	4.23918928430537	182
715	../scop40NR/d1gjwa2.ent	0.29349736379613356	167	4.4046291664581165	569
716	../scop40NR/d1gl0i_.ent	0.8275862068965517	24	4.120749972237985	29
717	../scop40NR/d1gl4b_.ent	0.5813953488372093	50	4.212057725981224	86
718	../scop40NR/d1gm5a1.ent	0.4375	42	3.243989675583887	96
719	../scop40NR/d1gm5a2.ent	0.6892655367231638	122	4.743234880352047	177
720	../scop40NR/d1gmua2.ent	0.5076923076923077	33	4.641157579083415	65
721	../scop40NR/d2p6pa1.ent	0.31733333333333336	119	4.410326453681946	375
722	../scop40NR/d2p6ra2.ent	0.27692307692307694	54	3.290822810270064	195
723	../scop40NR/d2p6ra4.ent	0.41919191919191917	83	4.644358834986291	198
724	../scop40NR/d2p84a1.ent	0.7153846153846154	93	4.737154054109161	130
725	../scop40NR/d2p8ta2.ent	0.4824561403508772	55	4.765278741965004	114
726	../scop40NR/d2p90a1.ent	0.40977443609022557	109	4.686055209289503	266
727	../scop40NR/d2pa7a1.ent	0.5454545454545454	72	4.599733356188015	132
728	../scop40NR/d2pbdp_.ent	0.7163120567375887	101	5.106184654053617	141
729	../scop40NR/d1gnla_.ent	0.32162661737523107	174	4.240674774481327	541
730	../scop40NR/d2pbja2.ent	0.509090909090909	56	4.7222472337627215	110
731	../scop40NR/d1go3e2.ent	0.5066666666666667	38	4.481518299423324	75
732	../scop40NR/d1go3f_.ent	0.38461538461538464	40	3.6650718310737664	104
733	../scop40NR/d1goia1.ent	0.8163265306122449	40	4.169746533228625	49
734	../scop40NR/d1gpja3.ent	0.4482758620689655	65	4.448286704732178	145
735	../scop40NR/d2pbka_.ent	0.52	117	4.979960352351342	225
736	../scop40NR/d2pf1a2.ent	0.5555555555555556	15	2.697104887625481	27
737	../scop40NR/d1gpqa_.ent	0.5	62	4.845780338559971	124
738	../scop40NR/d1gpra_.ent	0.5290322580645161	82	4.382524127191113	155
739	../scop40NR/d2pg9a1.ent	0.4293193717277487	82	4.722363560020209	191
740	../scop40NR/d2phcb1.ent	0.6356589147286822	82	4.688119998879246	129
741	../scop40NR/d2phja_.ent	0.6414342629482072	161	5.109509098782138	251
742	../scop40NR/d2phna_.ent	0.678030303030303	179	4.911959609260724	264
743	../scop40NR/d2pi2e_.ent	0.543859649122807	62	4.635988704947351	114
744	../scop40NR/d2piaa2.ent	0.5128205128205128	60	4.596797885395958	117
745	../scop40NR/d2piaa3.ent	0.6947368421052632	66	4.442772976988901	95
746	../scop40NR/d2pk8a_.ent	0.5054945054945055	46	4.553908655920865	91
747	../scop40NR/d2pkgc1.ent	0.4675324675324675	36	3.8476309656222245	77
748	../scop40NR/d2plca_.ent	0.3874538745387454	105	4.540778751725346	271
749	../scop40NR/d2pn6a2.ent	0.6111111111111112	55	4.68621644716204	90
750	../scop40NR/d1gqia1.ent	0.34229390681003585	191	4.262954388917309	558
751	../scop40NR/d1gqia2.ent	0.5347222222222222	77	4.680982318014068	144
752	../scop40NR/d2pn8a1.ent	0.5760869565217391	106	5.035164440241739	184
753	../scop40NR/d2pnxa1.ent	0.7916666666666666	38	4.479058430659482	48
754	../scop40NR/d1gsaa1.ent	0.46218487394957986	55	4.680181527601175	119
755	../scop40NR/d1gu2a_.ent	0.4132231404958678	50	4.07619152282172	121
756	../scop40NR/d1guqa1.ent	0.5375722543352601	93	4.5747122009417325	173
757	../scop40NR/d1gvca_.ent	0.5454545454545454	84	4.438630982732055	154
758	../scop40NR/d2pora_.ent	0.4161073825503356	124	4.420981932399075	298
759	../scop40NR/d2pp4a1.ent	0.27884615384615385	29	2.7864926232454867	104
760	../scop40NR/d2ps1a_.ent	0.4298642533936652	95	4.531436660979902	221
761	../scop40NR/d2pspa2.ent	0.74	37	4.341705297470093	50
762	../scop40NR/d1gvea_.ent	0.37383177570093457	120	4.328199638213591	321
763	../scop40NR/d1gvna_.ent	0.2261904761904762	19	2.6875852432604583	84
764	../scop40NR/d2pu3a_.ent	0.4507042253521127	96	4.435756041962168	213
765	../scop40NR/d2pvua_.ent	0.5775862068965517	134	5.091797483212887	232
766	../scop40NR/d1gvnb_.ent	0.31970260223048325	86	4.0097463684537065	269
767	../scop40NR/d2pwaa_.ent	0.5611510791366906	156	4.935678973005003	278
768	../scop40NR/d2pywa_.ent	0.30434782608695654	126	4.019812072419655	414
769	../scop40NR/d1gwea_.ent	0.5288270377733598	266	5.187983819991144	503
770	../scop40NR/d2pz4a2.ent	0.6140350877192983	70	4.190290134107747	114
771	../scop40NR/d1gwya_.ent	0.5348837209302325	92	4.584245443894146	172
772	../scop40NR/d1gxja_.ent	0.4177215189873418	66	4.546267969430238	158
773	../scop40NR/d1gxma1.ent	0.40625	130	4.296787187342707	320
774	../scop40NR/d1gy0a_.ent	0.44545454545454544	98	4.591907313884782	220
775	../scop40NR/d1gyta1.ent	0.4857142857142857	85	4.551288223252005	175
776	../scop40NR/d1h0za_.ent	0.6153846153846154	40	4.471281660583598	65
777	../scop40NR/d2q01a_.ent	0.4091858037578288	196	4.801443807218477	479
778	../scop40NR/d2q3ta_.ent	0.3728813559322034	44	3.834207780348847	118
779	../scop40NR/d1h21a_.ent	0.41350210970464135	98	3.9793967001035195	237
780	../scop40NR/d1h2ba2.ent	0.41420118343195267	70	4.468731364095784	169
781	../scop40NR/d1h2sb_.ent	0.12280701754385964	7	1.0480072732272974	57
782	../scop40NR/d1h32a1.ent	0.42857142857142855	63	4.157645070884929	147
783	../scop40NR/d1h3fa2.ent	0.5769230769230769	45	4.708912278464912	78
784	../scop40NR/d1h3la_.ent	0.2638888888888889	19	2.249469923056708	72
785	../scop40NR/d1h3na2.ent	0.455026455026455	86	4.614240525148173	189
786	../scop40NR/d1h3oa_.ent	0.3111111111111111	14	2.629608009266265	45
787	../scop40NR/d1h4vb1.ent	0.3978494623655914	37	4.70090553305758	93
788	../scop40NR/d2q4gw_.ent	0.17943107221006566	82	4.427272642622679	457
789	../scop40NR/d2q4ha2.ent	0.43790849673202614	67	4.694236967911087	153
790	../scop40NR/d2q6ka1.ent	0.7177914110429447	117	5.025130967482728	163
791	../scop40NR/d2q7fa1.ent	0.25806451612903225	16	2.3258919060757455	62
792	../scop40NR/d2q9qa1.ent	0.3063063063063063	34	3.1392274789343446	111
793	../scop40NR/d2q9qa2.ent	0.5517241379310345	32	4.601667023353571	58
794	../scop40NR/d2q9qc_.ent	0.33098591549295775	47	2.9359287058986667	142
795	../scop40NR/d2qamc1.ent	0.7605633802816901	108	4.415471154625183	142
796	../scop40NR/d2qdfa1.ent	0.5882352941176471	40	4.759529511047894	68
797	../scop40NR/d2qdla1.ent	0.5034965034965035	72	4.444788266784189	143
798	../scop40NR/d2qdxa2.ent	0.4774193548387097	74	7.632950517730584	155
799	../scop40NR/d1h54a1.ent	0.34309623430962344	164	4.2011867453970435	478
800	../scop40NR/d2qfaa_.ent	0.45185185185185184	61	4.5587814785587115	135
801	../scop40NR/d2qi2a3.ent	0.358695652173913	33	4.144615085784959	92
802	../scop40NR/d1h6da2.ent	0.49056603773584906	78	5.139834206798429	159
803	../scop40NR/d1h6wa1.ent	0.7341772151898734	58	4.409068029195409	79
804	../scop40NR/d2qjfa2.ent	0.42290748898678415	96	4.494168489512102	227
805	../scop40NR/d2qkga3.ent	0.6148648648648649	91	4.163658951286028	148
806	../scop40NR/d2qmwa1.ent	0.5111111111111111	92	4.727784386192575	180
807	../scop40NR/d2qn6b_.ent	0.45977011494252873	40	4.786810530458137	87
808	../scop40NR/d2qp2a1.ent	0.5426136363636364	191	4.95849658976105	352
809	../scop40NR/d2qqra1.ent	0.7241379310344828	42	4.551736430272761	58
810	../scop40NR/d2qshx_.ent	0.27450980392156865	14	2.496571600849653	51
811	../scop40NR/d1h77a_.ent	0.34050179211469533	190	4.446275547593405	558
812	../scop40NR/d1h8la1.ent	0.6578947368421053	50	3.9065076093037208	76
813	../scop40NR/d1h99a1.ent	0.2767857142857143	31	3.2524489581178666	112
814	../scop40NR/d1h9ea_.ent	0.7547169811320755	40	4.256662292088339	53
815	../scop40NR/d1h9fa_.ent	0.7777777777777778	42	4.127636867091162	54
816	../scop40NR/d1ha8a_.ent	0.625	30	3.44932785226653	48
817	../scop40NR/d1haea_.ent	0.85	51	4.6243498744898375	60
818	../scop40NR/d1hc1a1.ent	0.46875	60	3.6229622600330913	128
819	../scop40NR/d1hc7a3.ent	0.6338028169014085	45	4.552490955838323	71
820	../scop40NR/d1hcca_.ent	0.7321428571428571	41	4.0624086862924145	56
821	../scop40NR/d1hcna_.ent	0.6585365853658537	54	4.1972337533929815	82
822	../scop40NR/d1hd6a_.ent	0.5294117647058824	18	3.4681535412695994	34
823	../scop40NR/d1hf8a1.ent	0.3023255813953488	39	2.8887223721223916	129
824	../scop40NR/d1hfel2.ent	0.625	55	4.4066608574025885	88
825	../scop40NR/d2qvja_.ent	0.3875598086124402	162	4.289236770859016	418
826	../scop40NR/d1hfes_.ent	0.6043956043956044	55	3.9471504660875465	91
827	../scop40NR/d1hfia_.ent	0.6779661016949152	40	4.073777989216557	59
828	../scop40NR/d1hh2p1.ent	0.6666666666666666	46	4.231017540505743	69
829	../scop40NR/d1hh2p4.ent	0.6097560975609756	75	4.697710163916431	123
830	../scop40NR/d2qxxa_.ent	0.5483870967741935	102	4.421327513878105	186
831	../scop40NR/d2qzsa_.ent	0.35654008438818563	169	4.529980702115359	474
832	../scop40NR/d2r31a2.ent	0.6567164179104478	176	4.8706077037627695	268
833	../scop40NR/d2r58a2.ent	0.6039603960396039	61	4.422959209721341	101
834	../scop40NR/d2r7512.ent	0.5284552845528455	65	5.23231220200842	123
835	../scop40NR/d1hhsa_.ent	0.31316187594553707	207	4.371140614230635	661
836	../scop40NR/d2r9ea_.ent	0.335978835978836	127	4.08208538718322	378
837	../scop40NR/d2rcfa1.ent	0.6962025316455697	55	4.328094843946346	79
838	../scop40NR/d2rh3a1.ent	0.5691056910569106	70	4.736125868482846	123
839	../scop40NR/d2rmra_.ent	0.39705882352941174	27	3.007760061653634	68
840	../scop40NR/d1hi9a_.ent	0.4132841328413284	112	4.6068960518430915	271
841	../scop40NR/d2rqpa1.ent	0.573170731707317	47	3.9548894228731712	82
842	../scop40NR/d2rr4a1.ent	0.6271186440677966	37	4.49793649401277	59
843	../scop40NR/d1hkya1.ent	0.7066666666666667	53	4.812788256210751	75
844	../scop40NR/d2rsfa1.ent	0.5638297872340425	53	4.894102316149062	94
845	../scop40NR/d1hlra7.ent	0.5263157894736842	60	4.448669605473072	114
846	../scop40NR/d1hlva1.ent	0.38095238095238093	24	3.3818110816798304	63
847	../scop40NR/d2rv6a1.ent	0.4024390243902439	33	4.711248086715546	82
848	../scop40NR/d1hlva2.ent	0.36666666666666664	22	3.4819559873061046	60
849	../scop40NR/d2saka_.ent	0.559322033898305	66	4.494205740525253	118
850	../scop40NR/d1hm9a1.ent	0.32195121951219513	66	4.204961307050216	205
851	../scop40NR/d2sasa_.ent	0.3076923076923077	56	3.482016460765583	182
852	../scop40NR/d1hn6a_.ent	0.7663551401869159	82	4.151065538372887	107
853	../scop40NR/d1hpia_.ent	0.6029411764705882	41	4.532770667482928	68
854	../scop40NR/d1hqz1_.ent	0.4852941176470588	66	4.646505472632157	136
855	../scop40NR/d1hr6a1.ent	0.43317972350230416	94	4.554762283974691	217
856	../scop40NR/d1hska1.ent	0.46596858638743455	89	4.707720607595124	191
857	../scop40NR/d1ht6a1.ent	0.7777777777777778	42	4.472186334257427	54
858	../scop40NR/d1htwa_.ent	0.4967741935483871	77	4.660415669713134	155
859	../scop40NR/d1hufa_.ent	0.43333333333333335	52	4.335217083071669	120
860	../scop40NR/d1hula_.ent	0.3142857142857143	33	3.1611271643692676	105
861	../scop40NR/d1huxa_.ent	0.34765625	89	4.6190788785788754	256
862	../scop40NR/d2slia2.ent	0.4125	198	4.362184425628253	480
863	../scop40NR/d2spca_.ent	0.125	13	1.4253753514701402	104
864	../scop40NR/d1hw1a2.ent	0.20134228187919462	30	1.988991295310805	149
865	../scop40NR/d1hx2a_.ent	0.7543859649122807	43	4.449577713680473	57
866	../scop40NR/d1hxna_.ent	0.4563106796116505	94	4.66578448307549	206
867	../scop40NR/d1hy9a_.ent	0.8947368421052632	34	4.21214399748892	38
868	../scop40NR/d1hyoa1.ent	0.5130434782608696	59	4.430025787279151	115
869	../scop40NR/d2tbva_.ent	0.6877192982456141	196	4.543953377775648	285
870	../scop40NR/d2uuyb1.ent	0.8163265306122449	40	4.8533823822300315	49
871	../scop40NR/d2ux6a_.ent	0.6141732283464567	78	5.1503769342059265	127
872	../scop40NR/d2uxnb1.ent	0.4444444444444444	28	3.639043461911532	63
873	../scop40NR/d1hyoa2.ent	0.46440677966101696	137	4.542896184537713	295
874	../scop40NR/d1hypa_.ent	0.4722222222222222	34	3.7267884534760665	72
875	../scop40NR/d2v09a_.ent	0.37433155080213903	140	4.655752579265598	374
876	../scop40NR/d2v0fa1.ent	0.6547619047619048	55	4.464706232834633	84
877	../scop40NR/d1hz4a_.ent	0.18230563002680966	68	2.732495801026891	373
878	../scop40NR/d2v0sa_.ent	0.4557522123893805	103	4.777554404119167	226
879	../scop40NR/d1hzma_.ent	0.7483443708609272	113	4.486998138393855	151
880	../scop40NR/d1i17a_.ent	0.5	52	4.202731703592674	104
881	../scop40NR/d2v3ia_.ent	0.5479166666666667	263	5.021848214883358	480
882	../scop40NR/d2v89a2.ent	0.6805555555555556	49	4.566982504911721	72
883	../scop40NR/d2v8ta_.ent	0.4186046511627907	126	4.303825123144981	301
884	../scop40NR/d2v9tb_.ent	0.5769230769230769	120	4.665968177096158	208
885	../scop40NR/d2vb1a_.ent	0.7857142857142857	121	4.672929996620505	154
886	../scop40NR/d2vbua_.ent	0.484375	62	4.463927337976202	128
887	../scop40NR/d2vd3a1.ent	0.42452830188679247	90	4.688622581959832	212
888	../scop40NR/d2ve8a_.ent	0.484375	31	4.112420122044568	64
889	../scop40NR/d1i1ip_.ent	0.24169184290030213	160	3.775434063067945	662
890	../scop40NR/d1i1ja_.ent	0.7019230769230769	73	4.401571028397457	104
891	../scop40NR/d1i1ra1.ent	0.5979381443298969	58	4.483437366687804	97
892	../scop40NR/d1i25a_.ent	0.7058823529411765	24	4.3457013871843015	34
893	../scop40NR/d1i2ta_.ent	0.25862068965517243	15	1.887632008336316	58
894	../scop40NR/d1i39a_.ent	0.3350253807106599	66	4.241218547746372	197
895	../scop40NR/d1i3ja_.ent	0.4946236559139785	46	4.384770721937965	93
896	../scop40NR/d1i58a_.ent	0.3655913978494624	68	4.508901854770482	186
897	../scop40NR/d1i5pa1.ent	0.5632911392405063	89	4.12010137658722	158
898	../scop40NR/d1i5pa2.ent	0.5631067961165048	116	4.486972977461616	206
899	../scop40NR/d1i5pa3.ent	0.29615384615384616	77	3.0876065238501282	260
900	../scop40NR/d2vfna_.ent	0.5413005272407733	308	5.006493158774781	569
901	../scop40NR/d1i6ma_.ent	0.3119266055045872	102	3.981007274979154	327
902	../scop40NR/d2vfra2.ent	0.7621621621621621	141	5.289835640667476	185
903	../scop40NR/d2vgha_.ent	0.7884615384615384	41	4.5513698385047485	52
904	../scop40NR/d2vk8a2.ent	0.4772727272727273	84	4.4655267011888	176
905	../scop40NR/d2vk9a1.ent	0.27001862197392923	145	3.8084975623013664	537
906	../scop40NR/d2vmha_.ent	0.6041666666666666	87	4.336709648534587	144
907	../scop40NR/d2vn6b_.ent	0.6721311475409836	41	4.562551491308905	61
908	../scop40NR/d1i7da_.ent	0.29497568881685576	182	4.49075629547005	617
909	../scop40NR/d2voua2.ent	0.504	63	4.739950599142075	125
910	../scop40NR/d1i7na1.ent	0.6363636363636364	63	4.625115193696475	99
911	../scop40NR/d2vuaa1.ent	0.6847290640394089	139	4.607034269281243	203
912	../scop40NR/d2vuti_.ent	0.6923076923076923	27	4.540012294253889	39
913	../scop40NR/d1i7na2.ent	0.458128078817734	93	4.726957873051994	203
914	../scop40NR/d2vv5a3.ent	0.18072289156626506	15	1.6846428231337123	83
915	../scop40NR/d2vxti_.ent	0.6049382716049383	98	4.558777530170436	162
916	../scop40NR/d2vy4a1.ent	0.6875	22	4.460396159323864	32
917	../scop40NR/d2vy6a2.ent	0.7924528301886793	42	4.309510259876136	53
918	../scop40NR/d2vyxa_.ent	0.53125	34	4.661402778394404	64
919	../scop40NR/d2vz8a3.ent	0.6896551724137931	40	4.611597530871594	58
920	../scop40NR/d2vz8a5.ent	0.631578947368421	48	4.804742850549003	76
921	../scop40NR/d2vz8a8.ent	0.5813953488372093	75	5.27772297975457	129
922	../scop40NR/d2w11a1.ent	0.555	111	4.980455369982868	200
923	../scop40NR/d2w15a_.ent	0.6280193236714976	130	5.226799558421876	207
924	../scop40NR/d2w2aa_.ent	0.46511627906976744	80	4.785613075887967	172
925	../scop40NR/d2w2db1.ent	0.5714285714285714	52	4.0351902376178845	91
926	../scop40NR/d2w3sa4.ent	0.5614035087719298	64	4.723248158749818	114
927	../scop40NR/d1i7qa_.ent	0.32490272373540857	167	4.816944794724924	514
928	../scop40NR/d2w40a1.ent	0.5275590551181102	134	5.00306095515675	254
929	../scop40NR/d1i8da2.ent	0.5181818181818182	57	4.79635380138543	110
930	../scop40NR/d1i8oa_.ent	0.509090909090909	56	4.057750433737581	110
931	../scop40NR/d1i8ua_.ent	0.478494623655914	89	4.340053588958238	186
932	../scop40NR/d2w40a2.ent	0.49795918367346936	122	5.037426521507019	245
933	../scop40NR/d2w6ka1.ent	0.5555555555555556	75	5.088659804922073	135
934	../scop40NR/d2w70a1.ent	0.45045045045045046	50	4.398256629166031	111
935	../scop40NR/d1iapa_.ent	0.25133689839572193	47	2.7741587669370635	187
936	../scop40NR/d1ibia1.ent	0.84	21	4.310442286109924	25
937	../scop40NR/d1ic8a2.ent	0.34065934065934067	31	3.182187407229952	91
938	../scop40NR/d1icfi_.ent	0.6612903225806451	41	4.545044211285047	62
939	../scop40NR/d1idpa_.ent	0.4861111111111111	70	4.808362146569301	144
940	../scop40NR/d2w7qa_.ent	0.625	120	4.996533204115015	192
941	../scop40NR/d2w9ua_.ent	0.9069767441860465	39	4.257867813755075	43
942	../scop40NR/d1ifwa1.ent	0.38095238095238093	32	3.271370483220232	84
943	../scop40NR/d2wb0x1.ent	0.3953488372093023	34	3.5910770610950005	86
944	../scop40NR/d1ig0a1.ent	0.6236559139784946	58	4.557977045908293	93
945	../scop40NR/d2wbsa_.ent	0.6071428571428571	51	5.040103497203279	84
946	../scop40NR/d2wcja_.ent	0.5	72	4.252537431218374	144
947	../scop40NR/d2wcua_.ent	0.4246575342465753	62	4.557931310990935	146
948	../scop40NR/d1ig0a2.ent	0.43119266055045874	94	4.422616773245386	218
949	../scop40NR/d1ig6a_.ent	0.4807692307692308	50	3.492348336757949	104
950	../scop40NR/d2wcwa_.ent	0.44715447154471544	55	4.86710827897672	123
951	../scop40NR/d1igna1.ent	0.4819277108433735	40	4.383901617496379	83
952	../scop40NR/d2wdsa_.ent	0.6747967479674797	83	5.5418627904001045	123
953	../scop40NR/d2wjpa3.ent	0.8057553956834532	112	5.199766163913355	139
954	../scop40NR/d2wkxa1.ent	0.6075949367088608	48	4.573946072818033	79
955	../scop40NR/d1ii7a_.ent	0.43333333333333335	143	4.762033774239055	330
956	../scop40NR/d1iiea_.ent	0.4861111111111111	35	3.804465267272597	72
957	../scop40NR/d1iioa1.ent	0.5897435897435898	46	3.9727710160787444	78
958	../scop40NR/d1ijwc_.ent	0.4318181818181818	19	3.6841504412187525	44
959	../scop40NR/d1ijya_.ent	0.5462184873949579	65	4.35457790575579	119
960	../scop40NR/d1ikpa2.ent	0.46445497630331756	98	4.621549593559473	211
961	../scop40NR/d2wnha1.ent	0.3333333333333333	130	4.535034565152717	390
962	../scop40NR/d2wnra2.ent	0.4430379746835443	35	4.838209209515105	79
963	../scop40NR/d1ikpa3.ent	0.43661971830985913	62	3.989069373484873	142
964	../scop40NR/d2wnya_.ent	0.5147058823529411	70	4.8276020736920175	136
965	../scop40NR/d1ilea1.ent	0.3559322033898305	63	3.1196816451480127	177
966	../scop40NR/d1ilwa_.ent	0.4318181818181818	76	4.627232710875124	176
967	../scop40NR/d1imla2.ent	0.9111111111111111	41	4.595840664086518	45
968	../scop40NR/d2wq7a2.ent	0.3515358361774744	103	3.8324674856838548	293
969	../scop40NR/d2wu9a1.ent	0.4384057971014493	121	4.731509344735627	276
970	../scop40NR/d2ww4a2.ent	0.5299145299145299	62	5.008640950727048	117
971	../scop40NR/d1inpa_.ent	0.5465994962216625	217	4.671699027950989	397
972	../scop40NR/d2x1ya1.ent	0.3395348837209302	73	3.7744986490187227	215
973	../scop40NR/d2x4ka1.ent	0.7666666666666667	46	5.5422361761497125	60
974	../scop40NR/d1io0a_.ent	0.3067484662576687	50	4.148623365488646	163
975	../scop40NR/d2x63a_.ent	0.5390625	138	4.950227663558508	256
976	../scop40NR/d2xaua4.ent	0.32432432432432434	36	3.134163867124982	111
977	../scop40NR/d2xcmc_.ent	0.5280898876404494	47	4.2810018052733945	89
978	../scop40NR/d1io1a_.ent	0.3877551020408163	152	4.685542432150677	392
979	../scop40NR/d1iq0a3.ent	0.5053763440860215	47	4.440948578577839	93
980	../scop40NR/d1iq4a_.ent	0.5056818181818182	89	4.567394972240075	176
981	../scop40NR/d1iq8a4.ent	0.5140845070422535	73	4.54531227401019	142
982	../scop40NR/d1iqoa_.ent	0.7411764705882353	63	4.730638569548056	85
983	../scop40NR/d1iqza_.ent	0.5641025641025641	44	4.470908477133352	78
984	../scop40NR/d2xfra_.ent	0.598825831702544	306	4.90185547914893	511
985	../scop40NR/d2xhia1.ent	0.6097560975609756	75	4.7327161584785955	123
986	../scop40NR/d1ir6a_.ent	0.39528795811518325	151	4.257101382859559	382
987	../scop40NR/d1irqa_.ent	0.5416666666666666	26	4.009650764909263	48
988	../scop40NR/d2xhia2.ent	0.34759358288770054	65	3.6262058018325596	187
989	../scop40NR/d1iu4a_.ent	0.4420731707317073	145	4.680450584698725	328
990	../scop40NR/d2xjpa1.ent	0.8780487804878049	252	5.259526033876132	287
991	../scop40NR/d1iufa2.ent	0.5873015873015873	37	3.8628984152985386	63
992	../scop40NR/d1iura1.ent	0.3888888888888889	28	2.9531054806573613	72
993	../scop40NR/d2xola1.ent	0.27607361963190186	45	2.9602668569708412	163
994	../scop40NR/d1iv3a_.ent	0.5170068027210885	76	4.774610147416644	147
995	../scop40NR/d1iw4a_.ent	0.8846153846153846	46	5.114568789814704	52
